name	logFC	AveExpr	t	P.Value	adj.P.Val	B
STRAP	STRAP	0.724079643582101	9.77702326725033	5.56683471190264	3.02771728343356e-06	2.42203054747827e-05	4.29097822344704
TUFM	TUFM	0.459733025770472	11.4958299012196	5.53751173965226	3.02934136373102e-06	2.42203054747827e-05	4.27871016620082
SERPINH1	SERPINH1	0.956877287674162	11.5760793238278	5.5354359460579	3.04861565896983e-06	2.42588895327505e-05	4.27248396539265
U2AF2	U2AF2	0.846692695504217	10.558150989883	5.53012319400701	3.09850579094157e-06	2.45395812405231e-05	4.25654933197578
YBX1	YBX1	0.761641748917352	11.0706027307584	5.5279333023678	3.11930687286494e-06	2.45883391527711e-05	4.24998140538679
SRPRA	SRPRA	1.08111210136844	9.41673252443545	5.54310869990198	3.25221228123187e-06	2.52799278712421e-05	4.23810047266876
MYH11	MYH11	-1.87695072403168	11.5640656285776	-5.5185830221674	3.20970286257837e-06	2.51826687208835e-05	4.2219397369171
LDHA;LDHAL6A	LDHA;LDHAL6A	0.801460369158885	12.6841256680371	5.51588160214753	3.23630330905259e-06	2.52732709576712e-05	4.21383865012294
SRP68	SRP68	0.8958524113766	9.54059689671423	5.50797823558714	3.31539750256294e-06	2.54790058825147e-05	4.19013921118087
RPS20	RPS20	0.646392660819989	10.7646782992079	5.50739501482286	3.32131009063641e-06	2.54790058825147e-05	4.1883904178858
PCBP2;PCBP3	PCBP2;PCBP3	0.598969891026769	10.6598367878441	5.50719417618813	3.32334859337148e-06	2.54790058825147e-05	4.18778820387349
FHOD1	FHOD1	-1.26725176127377	10.5632018652458	-5.57055629594339	3.61799826848009e-06	2.71104645607415e-05	4.18686910724072
HNRNPU	HNRNPU	0.735216956178327	12.119237198743	5.49163763457038	3.48510309382201e-06	2.65976731569416e-05	4.14114614847858
BDH2	BDH2	-1.02918842365784	10.3389323670726	-5.51385176460046	3.55208475039355e-06	2.6864640972571e-05	4.13393290293504
RPL14	RPL14	0.731173176735552	11.5158495966579	5.48890153847987	3.5143548617896e-06	2.66995557146821e-05	4.13294358033038
UTRN	UTRN	-1.39149746194385	9.21242444031802	-5.53667850288494	3.63302830623397e-06	2.71104645607415e-05	4.12405870626381
CPSF7	CPSF7	0.627664458126795	9.06695451285343	5.54010687527908	3.95550653708364e-06	2.90012902871765e-05	4.11784906699381
DDX3X;DDX4	DDX3X;DDX4	0.522703148546105	10.2457465801417	5.48039010774024	3.60692770627884e-06	2.71104645607415e-05	4.10742879470382
BSG	BSG	0.748294581710203	9.84917120903618	5.4980166471337	3.72575899545922e-06	2.75574861382204e-05	4.08720150593291
RPL17	RPL17	0.505579354483466	11.6946782995234	5.47229907449995	3.69718425829949e-06	2.74671343791365e-05	4.08317668791499
TTR	TTR	-1.16137670995673	10.7891887319595	-5.4595826808295	3.84361506690487e-06	2.8304516216374e-05	4.04506546676686
ACP5	ACP5	-2.22414169201438	10.1983942636455	-5.48751545797592	4.20475827451203e-06	3.00416559272583e-05	4.02606876646935
ARL1	ARL1	0.94344702179823	9.80821429737084	5.47227246289828	4.02640870071187e-06	2.91393974504105e-05	4.01100068054799
DHX9	DHX9	0.512064255442104	11.14422620143	5.44796766412535	3.98241589332789e-06	2.90716360212936e-05	4.0102605596871
CD2AP	CD2AP	0.919171922193602	9.73430934995863	5.44615221881807	4.00455822988637e-06	2.91067241038061e-05	4.00482098183982
CHTOP	CHTOP	0.944427305290295	9.88795311527235	5.43853317115671	4.09883279920745e-06	2.9536224334203e-05	3.98199365472919
RTRAF	RTRAF	0.67324051767552	8.80441573660346	5.5057836465066	4.37391475743845e-06	3.09054250543071e-05	3.97245571660053
TGM2	TGM2	-1.20189636648191	12.361880089539	-5.43458206848135	4.14859073932221e-06	2.97670250056496e-05	3.97015674441607
CLIC2	CLIC2	-1.49772593667487	9.8225929315647	-5.49061548269927	4.57267275827419e-06	3.17252791782742e-05	3.93658836185418
RRBP1	RRBP1	0.914917627447924	11.3011625692824	5.42215363109408	4.30907142889762e-06	3.06564869877928e-05	3.93292726932187
RPS6	RPS6	0.699981309179623	12.087757861844	5.41674155366179	4.38087621377314e-06	3.09054250543071e-05	3.91671740987039
ANO6	ANO6	-1.02488404447253	8.94032602617089	-5.44919987413461	4.71205048503209e-06	3.22919704668117e-05	3.91513637012719
SF3A1	SF3A1	0.568374848104783	9.88301598417096	5.41326654069449	4.42760907175752e-06	3.11044168681208e-05	3.90630997507264
LRRC59	LRRC59	0.95075913375552	11.1599964121909	5.42864357066645	4.59228931211776e-06	3.17302623664433e-05	3.89959877837926
PGAM5	PGAM5	0.877331736309939	8.99676947035833	5.47720575284847	4.75590682997411e-06	3.2460030762303e-05	3.89000568200621
NXF1	NXF1	1.08223620945725	8.69959353998892	5.40697133950714	4.51353876265805e-06	3.15759649270953e-05	3.88745761518511
PKP3	PKP3	1.79333593964997	8.94334386255839	5.45420642866931	4.64243722784767e-06	3.19452955145747e-05	3.88335229507167
HSPG2	HSPG2	-0.784810518427646	10.738868548093	-5.40338712499113	4.56320462207158e-06	3.17252791782742e-05	3.87672468677763
RPS5	RPS5	0.976374451016255	11.4330361100948	5.4397890314486	4.84573975177936e-06	3.29392592843625e-05	3.84125174381063
GIMAP1	GIMAP1	-0.866934818222864	10.0241465543579	-5.37953468668023	4.90789931499033e-06	3.32272699591482e-05	3.80531354391636
RPS12	RPS12	0.637138929591726	10.2546778954409	5.40134097311934	4.98613765432073e-06	3.36213860305402e-05	3.801209549475
SART1	SART1	1.54784108512532	8.94428138827769	5.41673500151913	5.67788300388189e-06	3.73699346852043e-05	3.76378230990125
RPS28	RPS28	0.618270908433612	11.1898931675932	5.36179531222093	5.18098283078385e-06	3.47954806915443e-05	3.7522216373144
SNU13	SNU13	0.69926157741118	10.3693879194937	5.38316948014922	5.26678370809925e-06	3.52307961987994e-05	3.74742244323798
PSMD13	PSMD13	0.646832347554559	9.40873272493475	5.40708845341249	5.34045317321423e-06	3.55818288802646e-05	3.74578098525885
TF	TF	-0.967918658711966	12.8200446321552	-5.35033836119592	5.36535353037871e-06	3.56064370652406e-05	3.71794057497711
YWHAZ	YWHAZ	0.506806183402787	12.7532314298945	5.33682603782967	5.59122404832738e-06	3.69593117210302e-05	3.67751812497322
UPF1	UPF1	0.553803735943713	9.21826558281949	5.35705960199262	5.69785781978101e-06	3.73699346852043e-05	3.67024068752528
SMARCA4	SMARCA4	0.943391067529962	9.00681318449972	5.34105498652101	5.97931972805184e-06	3.89119295480583e-05	3.64086312112566
SARNP	SARNP	1.11078261936449	10.3005966544916	5.34931253479547	6.34106486696745e-06	4.06360607314441e-05	3.61759647320881
DDX46	DDX46	0.824518939418709	9.5465965084569	5.31572066771563	5.963129466606e-06	3.89119295480583e-05	3.61440020457725
DHX15	DHX15	0.6183239536758	10.3349554314219	5.31327234545726	6.00783780408933e-06	3.89465624442702e-05	3.60707979484388
PRPSAP2	PRPSAP2	0.934826413005078	8.81024215879476	5.32685772348995	6.24058568299676e-06	4.02042303727769e-05	3.59895359387649
PRPF31	PRPF31	0.64070993599973	9.33511180315795	5.31908852584869	6.38834863508893e-06	4.07183908027776e-05	3.5760231349795
ARCN1	ARCN1	0.669508019246312	10.8818729677932	5.30033265605151	6.24973444150969e-06	4.02042303727769e-05	3.56839606264661
CES1;NA	CES1;NA	-2.15925245367406	11.0318133878825	-5.2912921158199	6.42447537030715e-06	4.07183908027776e-05	3.54137462962467
DDX17	DDX17	0.47200687442122	11.6374038816346	5.29118030049694	6.42666680329723e-06	4.07183908027776e-05	3.54104045225103
NA;NACA;NA	NA;NACA;NA	0.632366319543216	11.572739493507	5.27730330752316	6.70450057100492e-06	4.23190092432979e-05	3.49957258906221
PECAM1	PECAM1	-1.09622666757776	10.0691729274666	-5.2721496683596	6.8107023100269e-06	4.28283489832778e-05	3.48417515382534
APEX1	APEX1	0.687754307383987	11.0396940692133	5.26942292072834	6.86756896718291e-06	4.30248070742541e-05	3.4760291444421
RCC1	RCC1	1.30526277926536	9.34263332606721	5.30998043421497	7.76329947946782e-06	4.80980805388431e-05	3.45801465263124
PON1	PON1	-1.24564595458856	9.6934299725041	-5.28192316172505	7.14492868988146e-06	4.45960418970668e-05	3.44863990890336
AGK	AGK	0.927700675608074	9.25022332723993	5.27965494404241	7.79942007488921e-06	4.81442143593345e-05	3.41426082402466
PSME3	PSME3	0.782596017274676	9.07964320722859	5.2905176911355	7.55170406359294e-06	4.69604115658242e-05	3.405712265191
HNRNPA0	HNRNPA0	0.817912048727493	10.1005053905569	5.23840889750702	8.14499689511256e-06	5.00932226626153e-05	3.34631046387304
IARS2	IARS2	0.636586274221484	10.9133784899502	5.20705907996717	8.30539451258263e-06	5.08932751336724e-05	3.28984824436643
MATR3	MATR3	0.559741064637288	11.0274025424419	5.2020219257076	8.43384218294375e-06	5.14924400915002e-05	3.27482149069575
RCC2	RCC2	0.63497528948583	9.37035407403229	5.20045116362767	8.47429969177607e-06	5.15519897916378e-05	3.27013597541263
NME2	NME2	0.624346547885763	12.3392164401477	5.19439852544998	8.63200956242076e-06	5.23077411171217e-05	3.25208281087783
DSP	DSP	2.52466687943475	8.74947351076714	5.19330393387063	8.6608409949731e-06	5.23077411171217e-05	3.24881825120488
TARDBP	TARDBP	0.454813623399758	10.260611827733	5.21202959162887	8.81797207497863e-06	5.27426201441494e-05	3.24209886897621
HDGF	HDGF	0.742967432805878	11.0715513072953	5.188005130742	8.80177163788689e-06	5.27426201441494e-05	3.23301604434475
RACK1	RACK1	0.602161420657538	11.6587562617543	5.18706232241752	8.82708532489933e-06	5.27426201441494e-05	3.23020458731587
SNRPB;SNRPN	SNRPB;SNRPN	0.596724560568108	10.524885346958	5.20599613344431	8.97951902481662e-06	5.34631646903089e-05	3.22431168544659
CKAP4	CKAP4	0.912250405518529	10.7364331798404	5.17631913196791	9.12069887048547e-06	5.39233287824859e-05	3.19817281595223
COPA	COPA	0.715406524208843	11.2297036667117	5.17630686828561	9.12103953199882e-06	5.39233287824859e-05	3.19813625540966
SND1	SND1	0.72099953458088	10.7902815735128	5.17002282345552	9.29727414745781e-06	5.47723624336199e-05	3.17940366055393
DDX5	DDX5	0.679104386923903	10.2809763269349	5.16846726999673	9.34141991754422e-06	5.48400141313173e-05	3.17476703275301
LMCD1	LMCD1	-1.26457477542483	10.6822290210599	-5.14966885024157	9.89168662421244e-06	5.78680900419954e-05	3.118748779874
DDX19A;DDX25	DDX19A;DDX25	0.783512188314644	9.25902447837734	5.14467689032153	1.00431525144259e-05	5.85501842768096e-05	3.10387744536675
HNRNPC;HNRNPCL1;HNRNPCL4;HNRNPCL2;HNRNPCL4	HNRNPC;HNRNPCL1;HNRNPCL4;HNRNPCL2;HNRNPCL4	0.548979075600796	12.3371106778105	5.14247562555726	1.01106740611747e-05	5.87398676426031e-05	3.09732035088562
RPLP2	RPLP2	1.0493812523895	10.1410445886004	5.17673605604122	1.14701052213675e-05	6.52823954802579e-05	3.07582383791786
ILK	ILK	-1.07388005417774	10.5690281481685	-5.12740636694337	1.05851914616705e-05	6.1284608497051e-05	3.05244224180612
RTN4	RTN4	-0.596799933205315	11.5704060233874	-5.1180605202883	1.08905440934401e-05	6.26849341941256e-05	3.02461803062631
SRP54	SRP54	0.874198324496781	9.68553977653251	5.11772319385341	1.09017276859349e-05	6.26849341941256e-05	3.02361387986494
DDX6	DDX6	0.664572558844432	9.70523057553463	5.10823202563202	1.12211183355652e-05	6.43012207693312e-05	2.99536435650252
PRMT1;PRMT8	PRMT1;PRMT8	0.775994135474258	9.62548814572822	5.1032261232977	1.13933037474217e-05	6.5065840108575e-05	2.98046769557397
APCS	APCS	-1.50126476596677	13.0918693069877	-5.09500752703777	1.16817089212174e-05	6.62621259416353e-05	2.95601505220664
FARSA	FARSA	0.511207644453853	9.74676734284716	5.11168036562334	1.19241175323231e-05	6.71831991166794e-05	2.9465571853529
HDAC1	HDAC1	0.466506712233958	10.0046082505822	5.08987083790323	1.18656380586029e-05	6.70788090922366e-05	2.94073476554989
SNRPD3	SNRPD3	0.471092497190295	11.5543068143757	5.08647172476036	1.19889297493459e-05	6.73224516694037e-05	2.93062450648651
RALA	RALA	-0.848197464994003	10.946654566585	-5.08435877704773	1.2066210940275e-05	6.75305605624058e-05	2.92434027848287
HSPA2	HSPA2	-1.28552778679005	9.41735238096184	-5.08305571652077	1.21141170883203e-05	6.75734305358466e-05	2.92046496401525
MANF	MANF	1.105889875843	9.8873814992664	5.09544012663564	1.25204347219502e-05	6.93789105549649e-05	2.91770628452453
SLC25A13	SLC25A13	0.894077977498664	9.53656864869162	5.07642780833906	1.23607295423311e-05	6.87207447071982e-05	2.90075570740061
LUC7L2	LUC7L2	0.621991998919702	10.3903122046947	5.05784379620641	1.30791341642638e-05	7.20336500862141e-05	2.8455127913708
PFKP	PFKP	1.29113153098087	10.0882070584213	5.05768805855992	1.30853265493123e-05	7.20336500862141e-05	2.84504997070399
HBB	HBB	-1.45447956006931	14.5750261932649	-5.0451170560967	1.35948981845124e-05	7.45942289274392e-05	2.80769850598729
RPL18	RPL18	0.616414742945375	12.3197344572898	5.04274324652956	1.36933114834105e-05	7.48894787643198e-05	2.80064691261762
RPS15	RPS15	0.650892416568002	10.7485251480872	5.03289079648813	1.41093950172106e-05	7.69145267334306e-05	2.77138479024761
UBTF	UBTF	0.848372789024014	9.41954854888542	5.0356455565181	1.4983157486431e-05	8.11995580636777e-05	2.74177592484781
RPL32	RPL32	0.760235677638605	11.0843580073479	5.07968770562961	1.52387529617912e-05	8.22696663114066e-05	2.72925271294222
RPS16	RPS16	0.542301319958412	12.3073674746475	5.0129096563086	1.49921756996665e-05	8.11995580636777e-05	2.71206713772845
MSN	MSN	-0.536727150409426	13.1565255082927	-5.00640578988574	1.52911893010552e-05	8.22881629374094e-05	2.69276717682421
GIMAP4	GIMAP4	-0.918528296321083	9.650753686933	-5.01028812175286	1.6167785016036e-05	8.60897022184418e-05	2.6485099750994
HSP90AB1;NA	HSP90AB1;NA	0.636326232429889	12.7632917745058	4.98941425658742	1.61006064753128e-05	8.60897022184418e-05	2.64236430116476
ACTC1;ACTA1	ACTC1;ACTA1	-1.12334006390854	13.2810583517902	-4.98800273825847	1.61697294401305e-05	8.60897022184418e-05	2.63817847895385
SACM1L	SACM1L	-0.60177041896031	10.1077712750166	-4.9873314224672	1.6202707505079e-05	8.60897022184418e-05	2.63618777607565
AGT	AGT	-1.09766318775796	9.43103235052571	-4.99944197604213	1.67024874181406e-05	8.8465225157912e-05	2.63487447016139
GNAI2	GNAI2	-0.473268359829117	12.064521927643	-4.96798329490982	1.71824079885257e-05	9.07209528702347e-05	2.57883214899084
IFI16;PYHIN1	IFI16;PYHIN1	0.856248876994789	10.4618905354884	4.96542090504775	1.73164889235968e-05	9.11422724223165e-05	2.57123895217226
CLIC4	CLIC4	-0.92471626926856	10.2450655346948	-4.95936765541879	1.76373724535182e-05	9.23959121614424e-05	2.5533037931649
NMT1	NMT1	0.534816361199201	9.93585148540144	4.95885657223236	1.76647336532597e-05	9.23959121614424e-05	2.55178967354921
TPD52L2	TPD52L2	0.757461545613005	10.3111047377192	4.95326979182581	1.79665865827817e-05	9.36829157530763e-05	2.53524015739066
ANXA3	ANXA3	-1.60960874867349	11.3444160058627	-4.94644558080389	1.83422496632674e-05	9.53456259585945e-05	2.51502932368962
C3	C3	-0.902751647585186	12.3600255833694	-4.93629771857151	1.89153318497545e-05	9.80211178263513e-05	2.48498383103078
LAMB3	LAMB3	-1.62590372753396	9.4087984629711	-4.95792518488134	2.02564734054363e-05	0.000104648057993008	2.45702958822077
SSRP1	SSRP1	0.837182398551942	9.58247136719034	4.92304816153701	2.10002119096956e-05	0.000106523733523803	2.41199798543608
SLIRP	SLIRP	0.865329627076994	9.86676943752702	4.91158142799244	2.03865324825665e-05	0.000104825124233853	2.4118493583126
GFUS	GFUS	0.847860792248493	10.4962285696298	4.91111089687726	2.04156138323227e-05	0.000104825124233853	2.41045770209271
PARVA	PARVA	-0.803714016307341	10.6340959145154	-4.90814819024899	2.05996724065731e-05	0.000105447713325111	2.40169566030697
MRC1	MRC1	-1.58230677380589	9.80005651833541	-4.90651285077747	2.07019719816392e-05	0.000105649273426056	2.39685963662031
THRAP3	THRAP3	0.637361889242619	11.4500482177439	4.90429127789196	2.08417512146448e-05	0.000106040303907238	2.39029046461295
CFI	CFI	-1.05773271301204	9.45680579665265	-4.95844146343	2.17230906225941e-05	0.000109528736202209	2.38364195340531
NME1	NME1	0.843006649354434	10.7627350277842	4.89731670349995	2.1286694439815e-05	0.000107651686639908	2.36967016991098
P4HB	P4HB	0.823747189281287	12.0813511300962	4.88081065177589	2.23775702836373e-05	0.000112490839839003	2.32089126219029
REEP5	REEP5	-0.517403121396095	11.5896156018328	-4.87744791460518	2.26065156152537e-05	0.000113302506620928	2.31095734418643
CLINT1	CLINT1	0.555661569088969	10.3093543535569	4.87265357171189	2.29369493831003e-05	0.000114616482185194	2.29679647741578
RPSA	RPSA	0.619313579843565	11.3672282656793	4.86959582652497	2.31501897782572e-05	0.000115338779340338	2.28776627839811
RPS14	RPS14	0.577478101733673	12.1914598276959	4.86665829991279	2.33568965971353e-05	0.000116024347297604	2.27909210302369
TUBB3	TUBB3	1.15316058711047	10.0031422378925	4.8960904711842	2.60616425914803e-05	0.000127572880207275	2.27479829252735
PDIA6	PDIA6	0.805644316566193	11.4118923147507	4.85407342807325	2.4263367477911e-05	0.000120171663703282	2.24194152043001
GMPPA	GMPPA	0.714985961552648	9.09706792973331	4.86774556249468	2.47804792199996e-05	0.000122371837089351	2.23137094964035
POLR2B	POLR2B	0.666901155534477	8.64666952651407	4.87491832417781	2.58935130152436e-05	0.000127493279626375	2.19906889061976
ELAVL1	ELAVL1	0.466593664178536	10.7076618435983	4.83087968463842	2.60262485485982e-05	0.000127572880207275	2.17352136303574
HNRNPH3	HNRNPH3	0.60194581816565	10.5585228535527	4.82157573744164	2.67685544585923e-05	0.000130652334116211	2.14609303362713
SUPT16H	SUPT16H	0.73415088807144	9.75166177954014	4.81433357800756	2.73608437992342e-05	0.000133156106489607	2.12475007183447
RPL23A	RPL23A	0.548469591341126	11.9886842291178	4.8091943177367	2.77890058556927e-05	0.000134848961941353	2.10960827742821
TMED7	TMED7	0.560313127742074	10.1211300224289	4.8236772718749	2.82699319974559e-05	0.00013654441483333	2.10276530903444
SF1	SF1	0.660475269807529	9.95392856327506	4.80300346032712	2.83135971548671e-05	0.00013654441483333	2.09137241879917
RER1	RER1	0.629827243301463	10.6232479459605	4.80220027522562	2.83823709212818e-05	0.00013654441483333	2.08900689020434
NID2	NID2	-0.721360725758368	9.86800112700558	-4.8009715320898	2.84879038744584e-05	0.00013666054458633	2.08538816720979
CACYBP	CACYBP	0.631243236419532	10.2217278290028	4.79741658419506	2.87954205334042e-05	0.00013774219679654	2.07491967246182
SEL1L	SEL1L	0.95416967761459	9.43719470961877	4.81142783262294	2.93235929301559e-05	0.000139870206050374	2.0670546562948
TARS1	TARS1	0.700990144342809	9.96113550675978	4.7880963666363	2.96173472565828e-05	0.000140871178594342	2.04748119488516
RUVBL1	RUVBL1	0.44583648646419	10.2675067445293	4.78077775370846	3.02790006150985e-05	0.000143242718395352	2.0259429538106
ANXA2;NA	ANXA2;NA	-0.793540546398047	14.0370016488186	-4.78069485598167	3.02865783385051e-05	0.000143242718395352	2.02569902911356
ADD1	ADD1	-0.98296334856053	10.494739241315	-4.77379164229653	3.09242360878181e-05	0.000145847731436648	2.00538951047922
GOLGB1	GOLGB1	1.32837017489594	8.66442144835564	4.80638693090991	3.17019622187267e-05	0.000148680431746486	2.00137584511019
BUB3	BUB3	0.460465888006219	10.2187338763528	4.76728644713349	3.1537282311164e-05	0.000148322400561469	1.98625649090867
BCLAF1	BCLAF1	0.877810555176538	9.33826651707238	4.78685117009648	3.58378525807198e-05	0.000164854121871311	1.96446096006889
EIF3H	EIF3H	0.960227379733173	9.4042554255868	4.7608549348411	3.41016263900131e-05	0.000158605625232222	1.93913306701368
MYADM	MYADM	-0.720649292028069	10.855512093199	-4.74891012452576	3.33347902025297e-05	0.000155902821030773	1.93223747983495
